Date,Hour,Light (kWh),Fan (kWh),AC (kWh),Lift (kWh),Computers (kWh),Other (kWh)
2024-01-02,10,59.0,6.35,32.96,2.46,307.5,1.12
2024-01-02,11,146.0,9.0,38.44,0.04,319.25,4.2299999999999995
2024-01-02,12,100.0,6.800000000000001,61.6,0.544,273.75,2.84
2024-01-02,13,142.5,9.25,52.839999999999996,2.624,318.25,2.92
2024-01-02,14,129.5,6.25,55.67999999999999,3.772,344.75,1.54
2024-01-02,15,117.5,6.75,66.28,3.744,223.5,4.3
2024-01-02,16,148.0,9.25,68.60000000000001,0.492,305.5,2.3200000000000003
2024-01-02,17,62.0,8.6,73.68,0.836,235.25,2.9299999999999997
2024-01-02,18,136.5,5.2,27.32,2.872,371.25,4.81
2024-01-02,19,13.0,1.05,0.0,0.02,13.25,0.6
2024-01-02,20,7.5,3.25,0.0,0.02,6.25,0.54
2024-01-02,21,22.0,2.25,0.0,0.02,16.25,0.49
2024-01-02,22,5.5,1.95,0.0,0.02,10.5,0.79
2024-01-02,23,7.0,3.15,0.0,0.02,20.5,0.33
2024-01-03,0,20.5,1.95,0.0,0.02,12.75,0.8999999999999999
2024-01-03,1,14.5,3.45,0.0,0.02,22.75,0.65
2024-01-03,2,9.5,3.8,0.0,0.02,23.75,0.9299999999999999
2024-01-03,3,9.5,3.5000000000000004,0.0,0.02,21.0,0.37
2024-01-03,4,9.0,3.05,0.0,0.02,13.5,0.6
2024-01-03,5,7.5,2.75,0.0,0.02,14.5,0.32
2024-01-03,6,16.5,2.1,0.0,0.02,16.25,0.66
2024-01-03,7,13.5,3.05,0.0,0.02,16.0,0.38
2024-01-03,8,16.0,3.05,0.0,0.02,5.75,0.8500000000000001
2024-01-03,9,138.5,8.75,23.439999999999998,3.444,352.0,3.3200000000000003
2024-01-03,10,93.0,8.25,18.32,3.36,230.5,4.1499999999999995
2024-01-03,11,67.0,9.35,36.2,0.628,206.5,2.8899999999999997
2024-01-03,12,145.0,7.9,40.12,0.368,370.75,4.44
2024-01-03,13,119.5,9.35,36.2,2.56,368.75,2.48
2024-01-03,14,129.5,5.7,71.68,3.216,228.75,3.2
2024-01-03,15,135.0,6.1,55.76,2.168,352.25,1.7100000000000002
2024-01-03,16,81.5,8.3,73.24,0.936,371.25,4.67
2024-01-03,17,133.5,5.1499999999999995,75.08,0.892,214.75,2.79
2024-01-03,18,70.5,9.950000000000001,44.36,3.584,307.5,4.41
2024-01-03,19,18.5,1.05,0.0,0.02,11.25,0.8500000000000001
2024-01-03,20,23.0,3.1,0.0,0.02,19.25,0.43999999999999995
2024-01-03,21,16.0,1.9,0.0,0.02,13.75,0.27
2024-01-03,22,13.5,3.75,0.0,0.02,8.5,0.66
2024-01-03,23,21.0,1.15,0.0,0.02,8.5,0.94
2024-01-04,0,17.5,2.4,0.0,0.02,7.5,0.99
2024-01-04,1,14.0,1.35,0.0,0.02,5.75,0.5800000000000001
2024-01-04,2,7.5,2.55,0.0,0.02,21.5,0.5800000000000001
2024-01-04,3,24.5,1.6,0.0,0.02,14.75,0.61
2024-01-04,4,11.5,3.5000000000000004,0.0,0.02,9.5,0.8300000000000001
2024-01-04,5,20.0,3.4000000000000004,0.0,0.02,23.0,0.55
2024-01-04,6,15.0,2.15,0.0,0.02,5.25,0.75
2024-01-04,7,18.5,2.3,0.0,0.02,19.75,0.8799999999999999
2024-01-04,8,16.5,2.55,0.0,0.02,20.75,0.54
2024-01-04,9,133.0,5.3,30.08,2.288,203.25,3.71
2024-01-04,10,59.5,7.85,36.28,3.936,273.5,4.21
2024-01-04,11,139.5,6.7,17.32,0.444,331.0,3.1
2024-01-04,12,116.5,5.949999999999999,64.88000000000001,0.916,326.0,4.17
2024-01-04,13,114.0,7.35,37.92,2.404,257.25,1.6600000000000001
2024-01-04,14,91.0,9.25,56.84,3.484,259.75,3.8600000000000003
2024-01-04,15,128.0,7.5,67.0,3.124,243.75,3.5599999999999996
2024-01-04,16,110.0,9.9,41.52,0.96,267.5,1.28
2024-01-04,17,147.0,9.25,56.04,0.776,269.5,4.83
2024-01-04,18,78.0,9.5,43.68000000000001,2.132,360.25,2.48
2024-01-04,19,6.5,2.45,0.0,0.02,24.75,0.44999999999999996
2024-01-04,20,8.5,2.5,0.0,0.02,5.25,0.29000000000000004
2024-01-04,21,16.5,1.8499999999999999,0.0,0.02,14.75,0.64
2024-01-04,22,19.0,3.15,0.0,0.02,13.0,0.9299999999999999
2024-01-04,23,14.0,1.95,0.0,0.02,22.0,1.0
2024-01-05,0,8.0,1.2,0.0,0.02,15.75,0.6900000000000001
2024-01-05,1,22.5,3.95,0.0,0.02,21.5,0.28
2024-01-05,2,9.5,2.4,0.0,0.02,20.5,0.79
2024-01-05,3,16.5,1.95,0.0,0.02,18.75,0.51
2024-01-05,4,20.0,1.7500000000000002,0.0,0.02,24.5,0.78
2024-01-05,5,10.5,1.95,0.0,0.02,21.0,0.43999999999999995
2024-01-05,6,20.5,1.15,0.0,0.02,17.25,0.5
2024-01-05,7,12.0,3.05,0.0,0.02,6.25,0.38
2024-01-05,8,14.5,3.0,0.0,0.02,15.75,0.9299999999999999
2024-01-05,9,105.0,5.8999999999999995,43.32,2.348,215.0,1.94
2024-01-05,10,101.0,6.15,26.44,3.72,225.75,2.54
2024-01-05,11,50.5,7.95,27.56,0.32,229.75,3.74
2024-01-05,12,146.0,8.85,39.519999999999996,1.024,262.5,3.43
2024-01-05,13,50.0,9.85,46.559999999999995,2.512,293.75,4.37
2024-01-05,14,75.0,8.35,34.88,3.876,230.25,2.94
2024-01-05,15,60.0,9.8,34.2,2.444,230.75,1.6800000000000002
2024-01-05,16,127.0,5.1,36.24,0.772,241.25,2.6500000000000004
2024-01-05,17,96.0,5.5,64.28,0.344,327.5,3.8
2024-01-05,18,102.0,9.65,21.0,3.508,301.25,1.85
2024-01-05,19,10.5,2.1,0.0,0.02,6.25,0.76
2024-01-05,20,22.0,3.1,0.0,0.02,16.0,0.41000000000000003
2024-01-05,21,9.0,3.55,0.0,0.02,22.5,0.68
2024-01-05,22,23.5,2.3,0.0,0.02,18.0,0.49
2024-01-05,23,9.5,3.55,0.0,0.02,14.5,0.8200000000000001
2024-01-06,0,23.5,2.0,0.0,0.02,22.5,0.3
2024-01-06,1,20.5,1.8499999999999999,0.0,0.02,22.25,0.65
2024-01-06,2,21.5,3.45,0.0,0.02,11.5,0.98
2024-01-06,3,10.5,3.1,0.0,0.02,6.0,0.94
2024-01-06,4,16.0,1.7999999999999998,0.0,0.02,11.0,0.41000000000000003
2024-01-06,5,18.0,2.0500000000000003,0.0,0.02,7.25,0.96
2024-01-06,6,8.0,1.5,0.0,0.02,6.75,0.44999999999999996
2024-01-06,7,9.5,1.3,0.0,0.02,13.5,0.22999999999999998
2024-01-06,8,9.5,1.35,0.0,0.02,8.75,0.48
2024-01-06,9,129.5,5.5,22.519999999999996,3.504,304.0,3.54
2024-01-06,10,71.5,8.05,37.519999999999996,3.548,272.25,4.76
2024-01-06,11,102.0,5.25,18.44,0.412,290.5,1.3900000000000001
2024-01-06,12,53.0,6.45,41.36,0.184,289.0,2.3899999999999997
2024-01-06,13,87.0,7.9,63.8,2.452,269.75,1.41
2024-01-06,14,62.0,5.2,69.36,2.868,324.5,3.6399999999999997
2024-01-06,15,137.0,9.049999999999999,70.11999999999999,2.36,259.25,4.41
2024-01-06,16,133.5,9.049999999999999,64.0,0.44,373.0,3.4699999999999998
2024-01-06,17,121.0,5.4,51.44,0.388,248.5,2.79
2024-01-06,18,96.5,5.5,24.32,2.844,363.0,4.28
2024-01-06,19,7.5,1.8499999999999999,0.0,0.02,22.0,0.8699999999999999
2024-01-06,20,17.5,2.85,0.0,0.02,11.25,0.5
2024-01-06,21,18.5,2.35,0.0,0.02,16.75,0.31
2024-01-06,22,9.5,2.9000000000000004,0.0,0.02,17.0,0.55
2024-01-06,23,22.5,2.3,0.0,0.02,7.0,0.9199999999999999
2024-01-07,0,7.5,3.85,0.0,0.02,11.25,0.5800000000000001
2024-01-07,1,20.5,2.4,0.0,0.02,19.25,0.54
2024-01-07,2,15.0,1.0999999999999999,0.0,0.02,15.75,0.29000000000000004
2024-01-07,3,17.0,3.9,0.0,0.02,10.25,0.64
2024-01-07,4,25.0,3.15,0.0,0.02,8.25,0.47
2024-01-07,5,19.0,1.4000000000000001,0.0,0.02,12.0,0.56
2024-01-07,6,7.5,2.0500000000000003,0.0,0.02,12.0,0.49
2024-01-07,7,6.5,1.7999999999999998,0.0,0.02,12.0,0.8
2024-01-07,8,24.5,3.2,0.0,0.02,16.25,0.8899999999999999
2024-01-07,9,108.0,6.800000000000001,17.2,3.988,325.5,3.17
2024-01-07,10,63.5,5.949999999999999,24.48,2.464,371.25,2.9099999999999997
2024-01-07,11,133.0,5.949999999999999,44.96000000000001,0.4,301.0,2.59
2024-01-07,12,134.5,8.649999999999999,43.8,1.032,263.0,1.92
2024-01-07,13,74.5,9.55,43.92,2.66,215.0,1.35
2024-01-07,14,103.5,6.6000000000000005,74.08,3.38,232.5,3.7199999999999998
2024-01-07,15,65.0,6.8500000000000005,62.0,2.376,245.5,1.1500000000000001
2024-01-07,16,56.0,9.3,69.80000000000001,0.436,253.74999999999997,3.3600000000000003
2024-01-07,17,66.0,9.3,71.04,1.02,221.25,1.73
2024-01-07,18,148.0,7.1499999999999995,46.760000000000005,2.28,260.75,1.57
2024-01-07,19,19.5,3.45,0.0,0.02,12.25,0.43999999999999995
2024-01-07,20,17.0,1.5,0.0,0.02,8.75,0.68
2024-01-07,21,22.5,2.4,0.0,0.02,18.5,0.8500000000000001
2024-01-07,22,10.0,3.55,0.0,0.02,18.5,0.78
2024-01-07,23,15.5,3.65,0.0,0.02,14.5,0.9199999999999999
2024-01-08,0,24.0,3.45,0.0,0.02,11.75,0.59
2024-01-08,1,6.5,2.55,0.0,0.02,16.25,0.9299999999999999
2024-01-08,2,22.0,2.9499999999999997,0.0,0.02,7.25,0.48
2024-01-08,3,10.5,2.1,0.0,0.02,23.5,0.94
2024-01-08,4,9.0,1.25,0.0,0.02,5.25,0.52
2024-01-08,5,10.5,1.25,0.0,0.02,14.0,0.3
2024-01-08,6,11.0,2.9499999999999997,0.0,0.02,13.5,0.8599999999999999
2024-01-08,7,11.5,3.35,0.0,0.02,15.0,0.7000000000000001
2024-01-08,8,23.5,1.7000000000000002,0.0,0.02,17.0,0.8899999999999999
2024-01-08,9,78.0,9.950000000000001,38.8,2.628,319.0,4.7299999999999995
2024-01-08,10,108.5,5.8999999999999995,36.480000000000004,2.196,295.5,3.2800000000000002
2024-01-08,11,118.0,7.049999999999999,33.8,0.304,312.75,4.26
2024-01-08,12,95.0,8.25,37.519999999999996,0.812,227.75,1.27
2024-01-08,13,80.5,9.3,77.32000000000001,3.94,244.75,2.0100000000000002
2024-01-08,14,133.0,6.45,37.519999999999996,3.396,353.25,3.2
2024-01-08,15,59.0,7.249999999999999,37.36,2.544,263.25,3.29
2024-01-08,16,60.0,7.35,65.88,0.7,333.0,3.7800000000000002
2024-01-08,17,67.5,5.7,46.959999999999994,0.5,325.0,4.35
2024-01-08,18,145.5,9.35,21.6,2.312,200.0,1.9
2024-01-08,19,9.5,1.6,0.0,0.02,13.0,0.42000000000000004
2024-01-08,20,19.0,3.05,0.0,0.02,19.25,0.8
2024-01-08,21,22.0,2.5,0.0,0.02,17.0,0.22999999999999998
2024-01-08,22,13.0,2.5,0.0,0.02,23.25,0.8200000000000001
2024-01-08,23,10.5,2.0500000000000003,0.0,0.02,14.25,0.24
2024-01-09,0,22.5,1.5,0.0,0.02,5.0,0.65
2024-01-09,1,22.0,3.2,0.0,0.02,16.75,0.47
2024-01-09,2,13.0,1.9,0.0,0.02,13.5,0.5700000000000001
2024-01-09,3,9.0,1.6500000000000001,0.0,0.02,9.5,0.66
2024-01-09,4,6.5,3.25,0.0,0.02,17.25,0.5
2024-01-09,5,18.5,1.4000000000000001,0.0,0.02,21.5,0.37
2024-01-09,6,23.0,1.6,0.0,0.02,13.5,0.8200000000000001
2024-01-09,7,24.5,3.5000000000000004,0.0,0.02,17.75,0.39
2024-01-09,8,21.0,1.25,0.0,0.02,15.25,0.42999999999999994
2024-01-09,9,100.5,9.8,24.68,3.396,318.25,4.76
2024-01-09,10,57.0,5.949999999999999,23.2,3.308,347.75,4.92
2024-01-09,11,118.5,7.3999999999999995,33.04,0.048,362.25,3.05
2024-01-09,12,96.0,5.8999999999999995,42.480000000000004,0.872,333.75,3.93
2024-01-09,13,111.0,7.249999999999999,79.03999999999999,2.372,248.25,1.26
2024-01-09,14,54.0,8.5,61.0,3.496,277.5,2.62
2024-01-09,15,147.0,7.1499999999999995,64.76,2.5,333.25,4.88
2024-01-09,16,132.0,5.0,59.160000000000004,0.292,242.0,4.42
2024-01-09,17,88.0,6.2,56.08,1.152,255.24999999999997,4.82
2024-01-09,18,58.5,8.95,25.240000000000002,2.712,284.0,4.31
2024-01-09,19,24.0,1.95,0.0,0.02,7.0,0.8400000000000001
2024-01-09,20,18.5,2.85,0.0,0.02,5.0,0.8799999999999999
2024-01-09,21,8.5,3.05,0.0,0.02,7.75,0.79
2024-01-09,22,23.5,3.85,0.0,0.02,10.25,0.9099999999999999
2024-01-09,23,9.5,2.1999999999999997,0.0,0.02,18.75,0.71
2024-01-10,0,15.5,1.7999999999999998,0.0,0.02,13.25,0.66
2024-01-10,1,22.5,3.4000000000000004,0.0,0.02,9.5,0.26
2024-01-10,2,8.0,2.0500000000000003,0.0,0.02,6.75,0.77
2024-01-10,3,18.5,3.65,0.0,0.02,10.5,0.79
2024-01-10,4,9.0,1.7000000000000002,0.0,0.02,24.75,0.97
2024-01-10,5,21.5,3.3000000000000003,0.0,0.02,8.25,0.61
2024-01-10,6,10.0,1.95,0.0,0.02,23.25,0.9099999999999999
2024-01-10,7,7.5,2.3,0.0,0.02,8.0,0.33
2024-01-10,8,14.5,2.65,0.0,0.02,13.75,0.31
2024-01-10,9,84.5,7.1,43.36,2.536,253.24999999999997,1.48
2024-01-10,10,60.5,9.9,20.52,2.06,300.0,4.53
2024-01-10,11,110.0,8.649999999999999,26.32,0.664,256.25,4.1
2024-01-10,12,74.5,9.3,51.28,0.74,357.75,4.1899999999999995
2024-01-10,13,139.5,8.15,34.519999999999996,3.152,348.0,3.27
2024-01-10,14,136.0,7.1499999999999995,67.88,2.912,324.25,2.19
2024-01-10,15,82.0,7.449999999999999,50.24,2.604,206.75,3.92
2024-01-10,16,140.0,6.1,54.12,0.188,253.74999999999997,2.94
2024-01-10,17,124.0,8.200000000000001,74.28,0.12,326.0,2.13
2024-01-10,18,80.5,6.8500000000000005,20.84,3.248,318.75,2.96
2024-01-10,19,16.0,1.55,0.0,0.02,9.5,0.5
2024-01-10,20,7.5,2.0500000000000003,0.0,0.02,11.75,0.53
2024-01-10,21,10.0,3.4000000000000004,0.0,0.02,19.0,0.67
2024-01-10,22,24.5,3.0,0.0,0.02,11.25,0.2
2024-01-10,23,15.0,2.75,0.0,0.02,12.0,0.77
2024-01-11,0,16.5,2.5,0.0,0.02,14.25,0.99
2024-01-11,1,18.0,1.4000000000000001,0.0,0.02,12.25,0.5800000000000001
2024-01-11,2,24.5,3.35,0.0,0.02,19.25,0.8999999999999999
2024-01-11,3,21.5,3.25,0.0,0.02,18.25,0.39
2024-01-11,4,24.0,2.1,0.0,0.02,8.75,0.43999999999999995
2024-01-11,5,19.5,2.75,0.0,0.02,20.25,0.45999999999999996
2024-01-11,6,23.0,3.4000000000000004,0.0,0.02,11.25,0.8799999999999999
2024-01-11,7,17.0,2.55,0.0,0.02,19.0,0.47
2024-01-11,8,17.5,2.1999999999999997,0.0,0.02,14.5,0.37
2024-01-11,9,67.5,5.8999999999999995,24.48,2.448,371.0,4.58
2024-01-11,10,134.0,7.8,26.96,3.616,265.0,1.6700000000000002
2024-01-11,11,50.5,6.3,20.84,0.484,265.0,1.6
2024-01-11,12,100.5,6.4,75.72,0.66,354.5,3.37
2024-01-11,13,66.0,7.199999999999999,48.440000000000005,3.972,255.0,1.6400000000000001
2024-01-11,14,75.5,7.55,79.64,2.76,362.5,2.58
2024-01-11,15,122.5,8.450000000000001,54.76,2.216,357.75,2.38
2024-01-11,16,119.0,7.8,32.8,1.176,307.75,3.2800000000000002
2024-01-11,17,112.0,7.249999999999999,65.72,0.596,276.75,2.9699999999999998
2024-01-11,18,77.5,7.55,36.800000000000004,3.988,319.75,1.59
2024-01-11,19,13.5,2.0,0.0,0.02,10.5,0.9099999999999999
2024-01-11,20,19.5,1.9,0.0,0.02,22.25,0.42000000000000004
2024-01-11,21,21.5,2.25,0.0,0.02,11.0,0.5700000000000001
2024-01-11,22,10.0,2.55,0.0,0.02,17.0,0.71
2024-01-11,23,23.0,2.9000000000000004,0.0,0.02,22.5,0.4
2024-01-12,0,19.0,3.8,0.0,0.02,23.25,0.79
2024-01-12,1,13.0,1.4000000000000001,0.0,0.02,6.75,0.28
2024-01-12,2,8.5,2.85,0.0,0.02,15.25,0.53
2024-01-12,3,17.0,2.55,0.0,0.02,8.75,0.9099999999999999
2024-01-12,4,10.0,2.6,0.0,0.02,13.0,0.33
2024-01-12,5,25.0,1.8499999999999999,0.0,0.02,9.25,0.61
2024-01-12,6,25.0,3.65,0.0,0.02,6.5,0.28
2024-01-12,7,21.5,1.6500000000000001,0.0,0.02,21.5,0.5800000000000001
2024-01-12,8,6.5,3.6999999999999997,0.0,0.02,13.5,0.52
2024-01-12,9,56.0,6.3,39.56,2.84,252.24999999999997,3.59
2024-01-12,10,65.0,7.8,30.96,2.776,204.0,1.7999999999999998
2024-01-12,11,61.5,7.049999999999999,22.599999999999998,0.956,218.0,1.53
2024-01-12,12,57.5,8.35,53.72,0.34,295.25,3.87
2024-01-12,13,102.5,7.3999999999999995,45.279999999999994,3.172,321.25,4.58
2024-01-12,14,91.5,5.7,48.32,2.096,307.0,1.51
2024-01-12,15,79.5,9.4,58.040000000000006,2.616,307.5,3.4899999999999998
2024-01-12,16,78.0,6.1,50.0,0.284,283.75,2.59
2024-01-12,17,96.5,9.8,79.12,0.06,256.25,4.43
2024-01-12,18,89.5,8.5,16.080000000000002,2.088,248.75,4.38
2024-01-12,19,20.0,3.55,0.0,0.02,12.75,0.9299999999999999
2024-01-12,20,19.0,3.6999999999999997,0.0,0.02,9.25,0.37
2024-01-12,21,20.0,3.1,0.0,0.02,25.0,0.78
2024-01-12,22,18.0,2.9499999999999997,0.0,0.02,24.75,0.74
2024-01-12,23,17.0,1.2,0.0,0.02,18.25,0.68
2024-01-13,0,8.5,3.25,0.0,0.02,13.0,0.81
2024-01-13,1,11.5,1.8499999999999999,0.0,0.02,18.5,0.8799999999999999
2024-01-13,2,21.0,1.6500000000000001,0.0,0.02,16.5,0.95
2024-01-13,3,17.0,2.1,0.0,0.02,7.75,0.8899999999999999
2024-01-13,4,13.5,3.75,0.0,0.02,5.5,0.65
2024-01-13,5,8.5,2.0,0.0,0.02,18.0,0.36
2024-01-13,6,14.5,2.3,0.0,0.02,11.5,0.28
2024-01-13,7,9.5,2.55,0.0,0.02,18.25,0.9299999999999999
2024-01-13,8,19.5,2.0500000000000003,0.0,0.02,15.5,0.77
2024-01-13,9,114.0,9.2,46.44,3.908,215.0,4.98
2024-01-13,10,66.5,9.6,20.6,3.628,242.75,4.91
2024-01-13,11,98.5,8.0,38.44,0.828,354.0,3.29
2024-01-13,12,54.5,7.6499999999999995,54.84,0.684,354.0,3.11
2024-01-13,13,61.0,9.9,67.48,3.772,286.25,2.7300000000000004
2024-01-13,14,61.5,6.550000000000001,48.92,2.908,220.25,4.35
2024-01-13,15,137.0,5.65,67.75999999999999,2.856,332.0,1.4000000000000001
2024-01-13,16,103.0,7.049999999999999,41.64,0.408,274.0,2.66
2024-01-13,17,136.5,8.85,73.28,0.768,295.25,1.24
2024-01-13,18,117.0,7.249999999999999,47.04,3.228,344.5,1.29
2024-01-13,19,24.5,1.55,0.0,0.02,16.5,0.8200000000000001
2024-01-13,20,24.0,3.25,0.0,0.02,5.75,0.9199999999999999
2024-01-13,21,19.0,3.6999999999999997,0.0,0.02,16.25,0.8300000000000001
2024-01-13,22,17.0,3.2,0.0,0.02,15.5,0.97
2024-01-13,23,24.5,2.45,0.0,0.02,8.75,0.63
2024-01-14,0,22.5,3.3000000000000003,0.0,0.02,17.0,0.97
2024-01-14,1,13.0,3.15,0.0,0.02,18.25,0.6
2024-01-14,2,20.5,2.45,0.0,0.02,17.0,0.8599999999999999
2024-01-14,3,18.5,3.65,0.0,0.02,10.25,0.56
2024-01-14,4,23.5,1.7999999999999998,0.0,0.02,11.5,0.25
2024-01-14,5,20.5,1.7999999999999998,0.0,0.02,10.75,0.98
2024-01-14,6,7.5,1.7999999999999998,0.0,0.02,20.5,0.29000000000000004
2024-01-14,7,10.0,3.3000000000000003,0.0,0.02,7.0,0.26
2024-01-14,8,8.0,3.8,0.0,0.02,21.5,0.47
2024-01-14,9,60.0,6.800000000000001,26.68,2.208,349.5,4.65
2024-01-14,10,86.0,9.950000000000001,35.96,2.176,246.0,4.41
2024-01-14,11,118.5,8.4,47.400000000000006,0.328,285.75,4.699999999999999
2024-01-14,12,77.5,8.25,72.36,1.152,255.0,2.33
2024-01-14,13,100.5,9.15,70.11999999999999,3.336,370.5,2.8499999999999996
2024-01-14,14,98.5,5.7,46.6,3.012,336.0,3.46
2024-01-14,15,143.5,7.449999999999999,65.24,2.452,362.75,4.28
2024-01-14,16,113.0,9.65,60.76,0.9,348.25,2.06
2024-01-14,17,136.0,5.45,43.760000000000005,0.812,213.5,2.06
2024-01-14,18,131.5,5.35,28.68,2.832,303.75,4.2
2024-01-14,19,10.0,1.8499999999999999,0.0,0.02,22.5,0.53
2024-01-14,20,10.5,1.3,0.0,0.02,20.5,0.64
2024-01-14,21,16.0,3.0,0.0,0.02,12.25,0.59
2024-01-14,22,24.0,3.1,0.0,0.02,6.75,0.6
2024-01-14,23,13.0,1.3,0.0,0.02,8.25,0.64
2024-01-15,0,5.5,3.6999999999999997,0.0,0.02,18.75,0.75
2024-01-15,1,13.0,2.8000000000000003,0.0,0.02,13.25,0.41000000000000003
2024-01-15,2,9.5,3.25,0.0,0.02,17.25,0.73
2024-01-15,3,11.5,1.25,0.0,0.02,20.25,0.31
2024-01-15,4,9.5,1.5,0.0,0.02,14.75,0.9299999999999999
2024-01-15,5,7.5,3.8,0.0,0.02,12.25,0.21000000000000002
2024-01-15,6,13.0,3.95,0.0,0.02,14.25,0.8500000000000001
2024-01-15,7,21.0,3.5000000000000004,0.0,0.02,16.25,0.53
2024-01-15,8,8.5,3.4000000000000004,0.0,0.02,18.25,0.8300000000000001
2024-01-15,9,81.0,5.4,20.84,2.572,258.25,3.79
2024-01-15,10,117.5,9.15,28.599999999999998,2.868,296.0,3.23
2024-01-15,11,103.0,7.95,18.919999999999998,0.808,213.25,2.8000000000000003
2024-01-15,12,141.0,5.1,63.48,0.432,310.25,1.48
2024-01-15,13,137.0,5.8999999999999995,50.4,3.036,224.0,2.6900000000000004
2024-01-15,14,144.5,9.65,61.120000000000005,3.896,234.0,3.25
2024-01-15,15,142.0,7.5,41.68,3.444,286.75,3.7
2024-01-15,16,60.5,9.049999999999999,73.56,0.472,291.0,4.82
2024-01-15,17,143.5,8.35,65.16,0.628,368.25,4.03
2024-01-15,18,103.0,8.450000000000001,34.0,3.576,365.0,3.05
2024-01-15,19,11.0,3.75,0.0,0.02,18.75,0.59
2024-01-15,20,13.0,1.7000000000000002,0.0,0.02,22.25,0.28
2024-01-15,21,18.0,4.0,0.0,0.02,13.75,0.45999999999999996
2024-01-15,22,21.0,3.15,0.0,0.02,23.0,0.7000000000000001
2024-01-15,23,22.0,1.3,0.0,0.02,15.25,0.72
2024-01-16,0,10.0,1.95,0.0,0.02,11.0,0.65
2024-01-16,1,8.5,3.5999999999999996,0.0,0.02,22.25,0.5800000000000001
2024-01-16,2,14.5,1.8499999999999999,0.0,0.02,13.25,0.56
2024-01-16,3,18.0,1.7500000000000002,0.0,0.02,24.25,0.55
2024-01-16,4,12.5,1.6500000000000001,0.0,0.02,22.25,0.75
2024-01-16,5,9.0,3.15,0.0,0.02,10.25,0.66
2024-01-16,6,12.5,3.75,0.0,0.02,10.5,0.8799999999999999
2024-01-16,7,5.5,3.5000000000000004,0.0,0.02,24.25,0.43999999999999995
2024-01-16,8,9.5,3.1,0.0,0.02,22.25,0.3
2024-01-16,9,114.5,7.5,34.16,2.388,314.0,2.6900000000000004
2024-01-16,10,99.5,6.15,29.119999999999997,3.536,291.25,2.1
2024-01-16,11,93.0,7.049999999999999,38.56,0.532,266.75,2.8100000000000005
2024-01-16,12,63.5,5.2,43.72,0.156,369.0,3.16
2024-01-16,13,85.5,7.75,68.24,2.036,314.25,4.08
2024-01-16,14,71.5,7.3999999999999995,68.96,2.38,266.75,1.6800000000000002
2024-01-16,15,93.0,9.65,37.440000000000005,3.204,341.25,1.79
2024-01-16,16,79.0,8.7,35.08,0.052,212.25,4.24
2024-01-16,17,79.0,8.799999999999999,61.52,0.456,250.24999999999997,3.41
2024-01-16,18,64.0,9.25,29.6,2.704,325.75,4.1899999999999995
